Smiles,cid
CCC1(c2ccccc2)OCC(CO)O1,CID615
CCC(Oc1c(Cl)cc(I)c(Cl)c1I)C(=O)O,CID616
OC(COc1cccc2ccccc12)CN1CCCCC1,CID617
CNS(=O)(=O)c1cc2c(c(C(O)=NC3CCN(Cc4ccccc4)CC3)c1)OCCO2,CID618
CC(=O)[C@H]1CC(=O)O[C@@H]1c1ccccc1[N+](=O)[O-],CID619
O=C1/C(=C\c2ccc([N+](=O)[O-])cc2)N=C(c2ccccc2)N1/N=C/c1ccccc1Br,CID620
CC(C)(C)[C@H](O)[C@@H](Cc1ccc(Cl)cc1Cl)n1cncn1,CID621
CC(CC(=O)c1ccc(-c2ccc(F)cc2F)cc1)C(=O)O,CID622
O=C(CCC1C(=O)N(c2ccccc2)N(c2ccccc2)C1=O)c1ccc(Br)cc1,CID623
CC(C)CCOc1ccc(N)cn1,CID624
O=c1ccc(Oc2ccc(Cl)cc2)nn1CCCO,CID625
CCN(CC)CCSC1=C(C#N)C(c2ccc(N(C)C)cc2)(c2cccnc2)C(=O)N1,CID626
CCCCN(CC#N)SN(C)C(=O)Oc1cccc2c1OC(C)(C)C2,CID627
CS(=O)(=O)c1ccc(N2CCN(C(=O)c3ccc(Nc4ccnc5cc(C(F)(F)F)ccc45)cc3)CC2)cc1,CID628
CCCCC1(C/C=C(\C)Cl)C(=O)N(c2ccccc2)N=C1O,CID629
CN(C)C(=O)Oc1cccc2c1OC(C)(C)O2,CID630
CCc1cc(C(O)=NN)ccn1,CID631
CCCCOc1ccc(/N=N/N(C)C)cc1,CID632
CCN=C(O)N1CC(c2ccc(Cl)c(Cl)c2)OC1=O,CID633
CCCC(=O)N(CC)c1c(I)cc(I)c(OC(CC)C(=O)O)c1I,CID634
CCC(Oc1c(I)cc(I)c(N(CC)C(C)=O)c1I)C(=O)O,CID635
OC1=Nc2ccc(Cl)cc2C(c2ccccc2)=N[C@H]1Cc1ccccc1,CID636
CN=C(O)Oc1cccc2ccccc12,CID637
CCC1Oc2ccccc2N(CC(O)CO)C1=O,CID638
CCCN1COc2ccccc2C1=O,CID639
CNc1c(C)n(C)n(-c2ccccc2)c1=O,CID640
COc1cc(/C=C/C(=O)N2CCOCC2)cc(OC)c1OC,CID641
Cc1ccccc1N1C(=O)c2ccccc2NC1C,CID642
CCOCCOc1cccc2cc(-c3nn[nH]n3)c(=O)oc12,CID643
CCc1ccc2nc(O)oc2c1,CID644
CCCCOCCOc1ccc(N)cn1,CID645
Cc1cc(C(=O)NN=C(O)C2(C)CCCCC2)ccn1,CID646
CCN(CC)CCN=C(O)c1nnc2c(F)cccc2c1O,CID647
CCCOc1nc(O)c(C(C)=N)c2c1CCCC2,CID648
Cc1cc(C)c(C)c(OC(=N)O)c1,CID649
CN1C(=O)CN=C(c2ccccc2F)c2cc(N=C(O)NC(C)(C)C)ccc21,CID650
CCC(CN(C)C)(c1ccccc1)n1ccnc1,CID651
CCN1C(=O)CCSC1c1ccc(Cl)cc1,CID652
Clc1ccc(-c2ccccc2Cl)cc1,CID653
Cc1ccc(N)c(C)c1,CID654
CN1CCC(Oc2ccccc2)(c2ccccc2)CC1,CID655
CCC(Oc1c(I)cc(I)c(N(C)C(C)=O)c1I)C(=O)O,CID656
Cn1c(=O)oc2cc(C(=O)CN3CCN(c4cccc(C(F)(F)F)c4)CC3)ccc21,CID657
O=C(Cl)c1ccc([N+](=O)[O-])cc1,CID658
Cc1ccc(N=C(N)c2ccncc2)cc1,CID659
CCN1C[C@@]2(COC)[C@H]3[C@@H](OC)[C@H]4C1[C@]3([C@@H](OC)C[C@H]2O)[C@@H]1C[C@]2(O)[C@@H](OC)[C@H](O)[C@@]4(OC(C)=O)[C@H]1[C@H]2OC(=O)c1ccccc1,CID660
COc1ccc(-c2cc(-c3ccccc3)c(=O)n(CCN3CCOCC3)n2)cc1,CID661
COc1ccc2nc(O)n(-c3ccccc3)c2c1,CID662
O=C(O)CCn1c(=O)oc2cc(C(=O)c3ccccc3Cl)ccc21,CID663
CCCC(=O)Oc1c(Cl)c(Cl)c(C#N)c(Cl)c1C#N,CID664
COc1ccccc1NCC#N,CID665
COc1cccc(C(O)CC2CCCN2C(C)C)c1,CID666
O=c1ccc(Oc2cccc(Cl)c2)nn1CCO,CID667
COc1cc(N=C(O)N2CCCCC2)cc(OC)c1OC,CID668
CCOC(=O)N(CCC#N)SN(C)C(=O)Oc1cccc2c1OC(C)(C)C2,CID669
Cc1ccc(C(=O)c2ccc(CC(O)=NCCn3cnc4c3c(=O)n(C)c(=O)n4C)n2C)cc1,CID670
CCN(CC)CCCSC1=C(C#N)C(c2ccc(N(C)C)cc2)(c2cccnc2)C(=O)N1,CID671
CCSC(=O)COc1ccc(Cl)cc1C,CID672
CCC(O)(CC)CC(C)(O)c1ccc(Cl)cc1,CID673
Nc1ccc(O)c([N+](=O)[O-])c1,CID674
O=[N+]([O-])c1ccc2c(c1)C(c1ccccc1Cl)=NCC(O)=N2,CID675
COc1c(C(O)CCc2cccc(O)c2)c(OCCN2CCCC2)c(OC)c2occc12,CID676
COc1ccc(C2Cc3ccc(OC)c4occ(c34)CCN2C)c2c1C(=O)/C(=C\c1ccccc1)S2(=O)=O,CID677
N=C(O)N1CCN(CCCN2c3ccccc3Sc3ccc(Cl)cc32)CC1,CID678
CCCOc1ccc(C(c2ccc(OCC)cc2)C(Cl)Cl)cc1,CID679
O=C(c1ccc2c(c1)OCCCO2)c1ccccc1Cl,CID680
O=C1CC(c2ccccc2)C(=O)N1Cc1cccnc1,CID681
COc1ccc(NC(=O)N(C)C(=O)N(C)C)cc1,CID682
CCC(=O)Nc1ccc(S(=O)(=O)c2ccc(NC(=O)C(I)CC)cc2)cc1,CID683
CCCN1CCN(C2=NC(=O)C(c3ccc(F)cc3)S2)CC1,CID684
OC(=NC(c1ccccc1)c1ccccc1)NC(c1ccccc1)c1ccccc1,CID685
CCN(CC)CCN1C(=O)C(c2ccccc2)N=C1O,CID686
OC(=Nc1cncs1)c1ccccc1O,CID687
O=C1/C(=C\c2ccc([N+](=O)[O-])cc2)N=C(c2ccccc2)N1/N=C/c1ccccc1,CID688
CCOC(=O)Oc1c(OC)cc(C(=O)N2CCOCC2)cc1OC,CID689
Cc1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1,CID690
O=c1c(-c2cccc(Cl)c2)cc(-c2ccccc2)nn1Cc1ccncc1,CID691
CCOc1cccc2cc(-c3nn[nH]n3)c(=O)oc12,CID692
Cc1ccc(NC(=N)c2cccnc2)cc1,CID693
CC(C)Oc1ccc2c(=O)c(-c3ccccc3F)coc2c1,CID694
CN(C)CCCN1c2ccccc2CCc2cc(O)ccc21,CID695
Oc1c(CN2CCCC2)cc(Nc2ccnc3cc(Cl)ccc23)cc1CN1CCCC1,CID696
CCn1c(=O)n(-c2ccccc2)c2nc(Cl)ccc21,CID697
O=C(NNS(=O)(=O)c1ccc(Br)cc1)C(=O)Nc1ccccc1C(=O)O,CID698
CCCCCCCCOC(=O)N(C)SN(C)C(=O)Oc1cccc2c1OC(C)(C)C2,CID699
COC1(C)CC(c2ccc(Cl)cc2)c2c(c3ccccc3oc2=O)O1,CID700
COc1ccc(NC(=N)c2cccc3ccccc23)cc1,CID701
C#CCON=C(O)C1=C(C)NC(C)=C(C(=O)OC)C1c1cccc([N+](=O)[O-])c1,CID702
Cc1cc(OCCN2CCCCC2C)n(Cc2ccccc2)n1,CID703
COc1ccccc1C(=O)N1CCCC1=O,CID704
O=C(O)c1cccc(-c2nc(-c3ccc(Cl)cc3)cs2)c1,CID705
COc1cc(OC)c(C(=O)/C=C/C(=O)O)c(OC)c1,CID706
CC(C)(CO)N1CCN(CCN2CCN(c3cccc(C(F)(F)F)c3)CC2)CC1,CID707
CCOc1ccc(N2C(=O)N(CCO)C(=O)C23CCCCC3)cc1,CID708
COc1ccc(/C=N/Nc2ccc(Br)cc2)cc1O,CID709
CCC(Oc1c(I)cc(I)c(N=C(C)O)c1I)C(=O)O,CID710
N=C(c1ccc(Cl)cc1)c1c(O)nc(O)c2c1CCCC2,CID711
COc1cc(C(=O)N2CCCCCCC2)cc(OC)c1OC,CID712
N=C(N)NCCOc1ccccc1Cl,CID713
O=C(O)c1ccc(N=C(O)CI)cc1O,CID714
COc1ccccc1OC,CID715
Cc1ccc(C(N=C(O)NC(c2ccc(C)cc2)c2cccc(F)c2)c2cccc(F)c2)cc1,CID716
CCCCN=C(O)NS(=O)(=O)c1ccc(C)cc1,CID717
Cc1c(N=C(O)[C@@H](N)Cc2ccccc2)c(=O)n(-c2ccccc2)n1C,CID718
C/C=C/C=N/NC(=O)c1ccnc(C)c1,CID719
COc1cccc(CN2CCCC2=O)c1,CID720
O=C1/C(=C\c2ccccc2Cl)N=C(c2ccccc2)N1/N=C/c1ccc(Cl)cc1,CID721
CC(=O)N(C)C(=O)Oc1cccc2c1OC(C)(C)C2,CID722
C=C(C(=O)O[C@@H]1C[C@@H]2CC[C@H](C1)N2C)c1ccccc1,CID723
OC(CF)=Nc1ccc2ccccc2c1,CID724
CCCOCC(CN=C(O)Nc1ccc(F)cc1)N(CC)CC,CID725
N=C(O)OCC(Cl)(Cl)C(O)c1ccc(Cl)cc1,CID726
CCCN(CCC)CCCOc1cc(C)nn1-c1ccccc1,CID727
CC(CN(C)C)C(C)(O)Cc1ccc(Cl)cc1,CID728
CCCCC(Oc1c(I)cc(I)c(N(CCC)C(C)=O)c1I)C(=O)O,CID729
O=[N+]([O-])c1ccccc1N=C(O)CF,CID730
CC(C)[C@@H]1N=C(c2ccccc2)c2cc(Cl)ccc2N=C1O,CID731
Cc1cc(C)cc(C(=O)Cl)c1,CID732
COc1ccccc1,CID733
O=C(Cn1ccnc1)c1ccc(CCc2ccccc2)cc1,CID734
CCC(O)=NNc1ccc([N+](=O)[O-])cc1,CID735
COc1ccccc1CC1(CCC(=O)O)CCCC1=O,CID736
CC(=O)COc1ccc(C(=O)CCl)c2ccccc12,CID737
Cc1cccc(N2CCN(C3CCC(O)=N3)CC2)c1,CID738
CCC1(CC)C(=O)N(c2ccccc2)N=C1O,CID739
CC(=O)CC(c1ccc(Cl)cc1)c1c(O)c2ccccc2oc1=O,CID740
COc1ccccc1CC1CN=C(O)O1,CID741
Clc1ccc(Nc2ccccc2)cc1Cl,CID742
CC(=O)c1ccc(OCC(=O)N2CCCCC2)cc1,CID743
CCC1(c2ccccc2)C(=O)N(C)C(=O)N=C1O,CID744
CCOc1ccc(N2COc3ccccc3C2=O)cc1,CID745
CCOC(=O)C(CC)(C(O)=NCCN(CC)CC)c1ccccc1,CID746
Cc1csc(-c2cc(C(=O)O)ccc2C)n1,CID747
O=[N+]([O-])c1ccc(O)cc1,CID748
Cc1c(N=C(O)C(Cc2ccccc2)N(C)C)c(=O)n(-c2ccccc2)n1C,CID749
CCN=C(O)CN1C(=O)c2ccccc2C1=O,CID750
C=C(C)CN=C(O)Nc1cc(OC)c(OC)c(OC)c1,CID751
O=[N+]([O-])c1ccc(Oc2ccc(Cl)cc2Cl)cc1,CID752
O=C1/C(=C\c2ccc(Cl)cc2)N=C(c2ccccc2)N1/N=C/c1ccccc1,CID753
CCOC(C(=N)N1CCCCCC1)c1ccccc1,CID754
N#Cc1c(Cl)cccc1Cl,CID755
CC(Cl)CCc1ccc(C(=O)O)nc1,CID756
COc1ccc(C(O)C(C)N2CC=C(Cc3ccccc3)CC2)cc1,CID757
CCCN(CCC)CCCOc1cc(C)nn1Cc1ccccc1,CID758
OC(=NC(c1ccccc1)c1ccccc1Cl)NC(c1ccccc1)c1ccccc1Cl,CID759
CCCCCSc1ccc(CC(O)=NO)cc1,CID760
COc1cc(N(Cc2ccccc2)C(=O)N2CCOCC2)cc(OC)c1OC,CID761
O=C(O)c1ccc(CCC(NS(=O)(=O)c2ccc(Cl)cc2)c2cccnc2)cc1,CID762
O=C1c2cccc([N+](=O)[O-])c2C(=O)c2cccc([N+](=O)[O-])c21,CID763
CN(C)c1ccc(C(=O)/C=C/C(=O)O)cc1,CID764
Cc1nc2c(Br)cc(Br)cc2c(=O)n1CCOC(=O)CNc1ccccc1,CID765
CCC(=O)N(c1ccccc1)C(C)C(=O)N1CCCC1,CID766
CC(C)Oc1ccc2c(=O)c(-c3ccccc3)coc2c1,CID767
CC(Cc1cccc(C(F)(F)F)c1)N=C(O)N(C)C,CID768
O=c1oc2ccccc2c(O)c1CCCc1ccc(Cl)cc1,CID769
CCCCSc1ccc(CC(O)=NO)cc1,CID770
Cc1c(Br)cccc1-n1c(C)nc2ccccc2c1=O,CID771
O=C(CBr)Nc1ccc(Nc2ccccc2)cc1,CID772
Nc1ccc(OCCCCCN2C(=O)C=CC2=O)cc1,CID773
CCC1(CC)Oc2cccc(OC(O)=NC)c2O1,CID774
CCC(C)C(CN(C)C)c1ccc(N)cc1,CID775
COc1ccccc1NCCO,CID776
Cc1cc(C(=O)N/N=C/c2ccccc2)ccn1,CID777
O=C(c1cccnc1)N1CCN(c2ccccc2F)CC1,CID778
CC(Nc1ccccc1)C(=O)N1CCCC1,CID779
O=C(O)[C@H](Cc1ccc(N(CCCl)CCCl)cc1)N=CO,CID780
COc1ccc(=O)n(C(CNc2ccccc2)c2ccccc2)n1,CID781
OC(=Nc1ccc(Cl)c(Cl)c1)/N=c1\c[n+](CCc2ccccc2)[n-]o1,CID782
COc1ccc2c(c1)c(CC(=O)OCC(=O)O)c(C)n2C(=O)c1ccc(Cl)cc1,CID783
CCCC1=NN(c2ccccc2)C(=O)C1C=O,CID784
COc1ccc2c(=O)c3ccccc3oc2c1CN1CCCCC1,CID785
CC(C)c1nnc(N=C(O)CCC(=O)Oc2ccccc2)s1,CID786
CCCCCCCCOc1ccc(N(CCO)CCO)cc1OC,CID787
CCN(C)c1cc(=O)c2cc(-c3ccccc3)ccc2o1,CID788
CC(=O)N(CC(=O)N(C)C)c1ccccc1,CID789
Cc1cc(Br)cc(C(=N)O)c1O,CID790
CCOc1ccc(=O)n(C(CCl)c2ccccc2)n1,CID791
CCC(C)C(CN(C)C)c1ccc(Cl)cc1,CID792
O=C(NNc1ccccc1)c1ccc(Br)cc1,CID793
CCN(SN(C)C(=O)Oc1cccc(C(C)C)c1)C(=O)OC(C)C,CID794
CC(C)c1nnc(N=C(O)CCC(=O)Oc2ccc(Cl)cc2)s1,CID795
CC(NN=C(O)c1ccccc1)c1ccccc1,CID796
O=C(c1ccccc1)C(CCCN1CCCCC1)c1ccccc1,CID797
COc1ccc(C(CCN(C)C(C)COc2ccccc2)c2nccc3cc(OC)c(OC)cc23)cc1OC,CID798
CCN(C)c1cc(=O)c2cccc(-c3ccccc3)c2o1,CID799
CC(C)(C)C(O)=NNCc1ccccc1,CID800
C(=C/c1ccccc1)\c1ccccc1,CID801
O=C(O)CCC(=O)O[C@H](c1ccc([N+](=O)[O-])cc1)[C@@H](CO)N=C(O)C(Cl)Cl,CID802
C=CCN=C(Nc1ccc(OCCN(C(C)C)C(C)C)cc1)c1ccccc1,CID803
O=C(CCCN1CCOCC1)c1ccccc1,CID804
O=C(Oc1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl)c1ccc(Cl)cc1,CID805
NN=C(O)C(CC(O)c1ccc(Cl)cc1)CN1CCCCC1,CID806
COc1c(C(O)CCc2cccc(O)c2)c(OCCN2CCCCC2)c(OC)c2occc12,CID807
CN(C)C(=O)C(c1ccccc1)c1ccccc1,CID808
CC(O)CCC1C(=O)N(c2ccccc2)N(c2ccccc2)C1=O,CID809
O=C(c1ccc(Nc2ccnc3cc(C(F)(F)F)ccc23)cc1)N1CC=C(c2ccc(Cl)cc2)CC1,CID810
O=C(CN1CCCCC1)OCC(N=C(O)C(Cl)Cl)C(O)c1ccc([N+](=O)[O-])cc1,CID811
CC(C)NNC(=O)c1ccc(Cl)cc1,CID812
O=C(NNc1ccccc1)c1ccc(F)cc1,CID813
Cc1cc(C)cc(C(O)=NCc2cccnc2)c1,CID814
O=C(O)c1ccc(Oc2ccccc2Cl)cn1,CID815
CCN(CC)Cc1ccc2oc(-c3ccccc3)c(C)c(=O)c2c1,CID816
CN1CCC(Cc2ccccc2)(Oc2ccc([N+](=O)[O-])cc2)CC1,CID817
O=C1/C(=C\c2ccccc2Cl)N=C(c2ccccc2)N1/N=C/c1ccc([N+](=O)[O-])cc1,CID818
CC(=O)OC1C(O)=NC(=NN=C(O)c2ccccc2)N=C1O,CID819
CCC1(CC)C(=O)N(C)N(c2ccccc2)C1=O,CID820
COc1ccccc1-c1cc(N2CCN(Cc3ccc(C)cc3)CC2)n2ccc(=O)ccc12,CID821
CC(=O)c1ccc(O)cc1,CID822
CCCCOSN(C)C(=O)Oc1cccc(C(C)C)c1,CID823
COc1cc(OC)c(C(=O)CCN2CCC(C)CC2)c(OC)c1,CID824
Cc1ccc(-c2c(O)c3ccccc3oc2=O)cc1C,CID825
CNc1ccc(OCCCCCc2ccccc2)c(OC)c1,CID826
CC1(C)[C@H](C=C(Cl)Cl)[C@H]1C(=O)OCc1cccc(Oc2ccccc2)c1,CID827
CC(C)CN=C(Nc1ccc(OCCN(C(C)C)C(C)C)cc1)c1ccccc1,CID828
CC(C)OC(=O)C(C)(C)Oc1ccc(C(=O)c2ccc(Cl)cc2)cc1,CID829
COc1ccc(C(=O)N(O)CN2CCC(C)CC2)cc1,CID830
O=C(O)COC(COc1ccccc1CCc1ccccc1)CN1CCCC1,CID831
O=C=Nc1cccc(C(F)(F)F)c1,CID832
CCCCCCNC(=N)C(OCC)c1ccccc1,CID833
CCC1COCCN1C(=O)/C=C/c1cc(OC)c(OC)c(OC)c1,CID834
CCN(CC)CCc1c(C)n(C)n(-c2ccccc2)c1=O,CID835
CO[C@@H]1[C@@H](OC(=O)c2ccc(C)[nH]2)[C@@H](O)[C@H](Oc2ccc3c(O)c(NC(=O)c4ccc(O)c(CC=C(C)C)c4)c(=O)oc3c2Cl)OC1(C)C,CID836
CCOc1ccc(Cl)cc1C(CN(C)C)C(C)CC,CID837
C=C(C)CNc1ccc(C(C)C(=O)O)cc1Cl,CID838
Cc1cccc(-c2c(O)c3ccccc3oc2=O)c1,CID839
Cc1ccc(NC(S)=NN=C(O)Cn2c(C)nc3c(Cl)cc(Cl)cc3c2=O)cc1,CID840
CCC(=O)N(c1ccccc1)[C@@H]1CCN(CCCC(=O)c2ccc(F)cc2)[C@H]2CCCC[C@@H]21,CID841
CN=C(O)Oc1cc(C)c(Cl)c(C)c1,CID842
O=C(CCl)c1ccccc1,CID843
CCCCN=C(O)CN1C(=O)c2ccccc2C1=O,CID844
CC(C)CNc1ccc(C(C)C(=O)O)cc1,CID845
CC(NN=C(O)OC(C)(C)C)c1ccccc1,CID846
Nc1ccc(Oc2ccc(N)cc2)cc1,CID847
O=C(O)/C=C/c1ccc(O)cc1,CID848
Nc1ccc(Oc2ccccc2)nc1,CID849
COc1ccc(O)c(C(C)(C)C)c1,CID850
CCOC(=O)C1=C(C)NC(C)=C(C(=O)OCC2CC2)C1c1cccc([N+](=O)[O-])c1,CID851
CC(=O)N1O[C@@H](C)C(S)=N[C@H]1c1ccccc1C,CID852
Cc1ccc(C)n1-c1cccc(C(=O)O)c1,CID853
CCCOc1c(I)cc(I)c(N(C)C(=O)CCC(=O)O)c1I,CID854
COc1ccc(C(=O)CCN2CCCCC2C)c(OC)c1,CID855
CCC(=O)N(CC(=O)N(CC)CC)c1ccccc1,CID856
CCOC(C(=N)NCc1ccccc1)c1ccccc1,CID857
CCOC(=O)CC(=O)N1CCSC1COc1ccccc1OC,CID858
CCC(C)C(CN(C)C)c1cc(Cl)ccc1OC,CID859
CC(Cc1cccc(C(F)(F)F)c1)NCC(=O)O,CID860
O=C(O)/C=C/C(=O)c1ccc(Cl)cc1,CID861
CCC(=O)COc1ccc(C(=O)COC)c2ccccc12,CID862
CCc1cccc(CC)c1-c1c(O)c2ccccc2oc1=O,CID863
CCC(C)(CO)Oc1ccc(Cc2ccc(Cl)cc2)cc1,CID864
O=C(NNCCC(O)=NCc1ccccc1)c1ccncc1,CID865
CN(C)C(=O)CCCOC(=O)C(C)(C)Oc1ccc(Cl)cc1,CID866
CCN=C(O)N=C(O)c1cc(OC)c(OC)c(OC)c1,CID867
COc1cc(/C=C/C(=O)O)ccc1OCCO,CID868
Cc1cc(O)cc(O)c1,CID869
CN(C)c1cccc(C(=O)N2CCCCC2)c1,CID870
Cc1cccc(C)c1N=C(O)N(C)C(=O)N(C)C,CID871
CC(O)=NNCCCc1ccccc1,CID872
Cc1cccc(OCCNC(=N)N)c1,CID873
Cc1cccc(C)c1N=C(O)Cn1cccn1,CID874
Oc1ccc(Cl)cc1,CID875
N=C(O)NCCc1ccccc1,CID876
CC(O)=Nc1ccc(OC(=O)OC(C)C)cc1,CID877
CN1CCN(CC(=O)N(C)c2ccc(Cl)cc2C(=O)c2ccccc2)CC1,CID878
CCc1cccc(C)c1N,CID879
COc1ccccc1OCC(COC(=O)c1cccnc1)OC(=O)c1cccnc1,CID880
COc1ccc(=O)n(C(CNc2ccc(Cl)cc2)c2ccccc2)n1,CID881
CCCCOc1ccc(/C=C/C(O)=NO)cc1Br,CID882
CCCCOCN(C(=O)CCl)c1c(CC)cccc1CC,CID883
CCOC(=O)Oc1ccc(C(CNS(=O)(=O)c2ccc(Cl)cc2)Cc2cccnc2)cc1,CID884
CN(C)c1ccc(NC(=O)CCCN2CCN(C(c3ccccc3)c3ccccc3)CC2)cc1,CID885
Cc1ccc(C(=O)OCCn2nc(Oc3ccc(Cl)cc3)ccc2=O)cc1,CID886
CCN(C(C)=O)c1c(I)cc(I)c(OC(C(=O)O)c2ccccc2)c1I,CID887
COc1ccccc1/C=N/NC(=O)c1ccncc1,CID888
CC(C(=O)O)c1ccc(N2CCCCC2)c(Cl)c1,CID889
CCc1cccc(CC)c1N=C(O)Cn1nc(C)c(I)c1C,CID890
CC(C)(C)c1ccc(C(=O)CCC2C(=O)N(c3ccccc3)N(c3ccccc3)C2=O)cc1,CID891
CCOc1ccc(Nc2ccc(NC(=O)CBr)cc2)cc1,CID892
CC1=CC(=O)C(C)=CC1=O,CID893
Cc1ccccc1N=C(O)Cn1nc(C)c([N+](=O)[O-])c1C,CID894
Cc1ccc(N=C(O)/N=c2\c[n+](C(C)Cc3ccccc3)[n-]o2)cc1Cl,CID895
CCCCCOc1ccccc1,CID896
CCCCCCCCOC(=O)C1=C(C)NC(C)=C(C(O)=NC2CC2)C1c1ccccc1[N+](=O)[O-],CID897
CCN=C(O)/C(C)=C(/C)c1ccccc1,CID898
Cc1cc(Cl)ccc1-n1c(C)nc2ccccc2c1=O,CID899
Cc1cc(Cl)ccc1/N=C/N(C)SN(C)C(=O)Oc1cccc(C(C)C)c1,CID900
CCc1cccc(CC)c1N=C(O)Cn1cccn1,CID901
CN=C(O)Oc1ccccc1C(C)C,CID902
Cc1cc(O)c2ccccc2c1O,CID903
CC(O)=Nc1ccc(CC(=O)O)cc1,CID904
CC1CCN(CC(COc2ccccc2CCc2ccccc2)OC(=O)C2CCCC2C(=O)O)CC1,CID905
CCCOCCOC(=O)C1=C(C)NC(C)=C(C(=O)OCCOCCC)C1c1cccc([N+](=O)[O-])c1,CID906
O=C(OCCOCCO)c1ccccc1Nc1cccc(C(F)(F)F)c1,CID907
CCCCOCc1ccc(-c2ccccc2Cl)cc1,CID908
CCOC(=O)C1=C(C)NC(C)=C(C(=O)OC)C1c1cccc([N+](=O)[O-])c1,CID909
COc1ccccc1CCC(C)(C)NCC(O)c1ccc(O)cc1,CID910
Cc1cc(Cl)ccc1OCC(=O)O,CID911
CC(Cc1cccc(C(F)(F)F)c1)NCCOC(=O)c1cccc2ccccc12,CID912
CCN(CC)CC(O)=NNC(=O)C(=O)c1ccccc1N=C(O)c1ccccc1,CID913
CCN1CCCC1CN=C(O)c1cc(Cl)cc(Cl)c1OCc1ccccc1,CID914
CC(C)(C)c1ccc(C(=O)O)cc1,CID915
CCCNc1ccc(C(C)C(=O)O)cc1,CID916
Cc1ccc(Nc2ccc(NC(=O)CCl)cc2)cc1,CID917
CCCOCCN(C(=O)CCl)c1c(CC)cccc1CC,CID918
Oc1cccc(O)c1,CID919
N=C(O)OCCCc1ccccc1Cl,CID920
CC(C)(Oc1ccc(Cc2ccc(Cl)cc2)cc1)C(=O)O,CID921
CC(Oc1ccc(Cc2ccc(Cl)cc2)cc1)C(=O)O,CID922
CCCCC(=O)COc1ccc(C(C)=O)c2ccccc12,CID923
CCCCN=C(O)c1cc(OC)c(OC)c(OC)c1,CID924
Cc1cc(C)n(CC(O)=Nc2ccccc2C)n1,CID925
CCCC(=O)COc1ccc(C(C)=O)c2ccccc12,CID926
CCN(CC)CCN=C(O)CCN(C(=O)c1ccccc1)c1cccc(Cl)c1,CID927
CCCCOc1ccc(C(=O)Oc2ccc(C(C)=O)cc2)nc1,CID928
CCc1cccc(CC)c1N=C(O)Cn1nc(C)cc1C,CID929
CN=C(O)Oc1cccc(C)c1,CID930
CCCCc1ccc(C(=O)c2ccccc2F)cc1,CID931
