Smiles,cid
CCN(CC)CCOC(=O)C(c1ccccc1)c1ccccc1,CID932
Nc1cccc(O)c1,CID933
CCN=C(O)NCc1cccc(Cl)c1,CID934
CC(=O)N(C)c1c(I)cc(I)c(OC(C(=O)O)c2cccc(C)c2)c1I,CID935
CCC(Cc1cccc(N=C(O)c2c(I)cc(I)c(N(C)C(C)=O)c2I)c1)C(=O)O,CID936
O=C(OCc1ccc(-c2ccccc2Cl)cc1)c1cccnc1,CID937
N=C(O)/C=C/c1ccccc1,CID938
CCC(=O)N(c1ccccc1)C1CCN(CCc2ccccc2)CC1,CID939
CC(=O)c1ccccc1,CID940
CC(Cc1ccccc1)OC(=N)O,CID941
CCN(CC)CCOc1ccc(C(C)=O)cc1,CID942
Cc1ccc(NC(=N)c2ccccc2Cl)cc1,CID943
CCCCCOc1ccc(/C=C/C(O)=NO)cc1OC,CID944
CC(=O)c1ccccc1OCCN1CCCCC1,CID945
O=C(OCc1ccc(OCc2ccc(Cl)cc2)cc1)c1cccnc1,CID946
CC1CCN(CC(COc2ccccc2CCc2ccccc2)OCC(=O)O)CC1,CID947
CCC(C)(Oc1ccc(Cc2ccc(Cl)cc2)cc1)C(=O)OCCN=C(C)O,CID948
CCN(CC)CCOC(=O)c1ccc(N)cc1,CID949
CCCC(=O)c1ccc(N)cc1,CID950
COc1ccc(/C=C/CCCCOc2cccc(OCCCCC(=O)N(C)C)c2CCC(=O)O)cc1,CID951
O=C(Oc1ccccc1)c1ccccc1,CID952
CCCCCOc1ccc(/C=C/C(O)=NO)cc1,CID953
CCCCOc1ccc(/C=C/C(O)=NO)cc1C,CID954
CCCCOC(=O)COC(=O)c1ccccc1C(=O)OCCCC,CID955
Nc1ccccc1O,CID956
N=C(O)c1ccccc1O,CID957
Cc1ccccc1OCC(O)COC(=N)O,CID958
CC(=O)Oc1ccccc1C(=O)Oc1ccc(N=C(C)O)cc1,CID959
CC(O)=Nc1c(I)cc(I)c(OC(C(=O)O)c2cccc(C)c2)c1I,CID960
CC(Cc1cccc(C(F)(F)F)c1)NCCOC(=O)COc1ccc(Cl)cc1,CID961
Cc1ccc(C(=O)Cc2ccccc2C(=O)O)cc1C,CID962
COc1ccc(C(C)=O)cc1C,CID963
CCCC(CCC)C(=O)Oc1ccccc1C(=O)O,CID964
CC(=O)c1ccc(OCCC(C)O)c2ccccc12,CID965
Cc1ccc(C(=O)c2cccc(OC(C)C(=O)O)c2)c(C)c1,CID966
CCCc1ccc(O)cc1,CID967
Oc1ccccc1,CID968
CCCCCOc1ccc(CC(O)=NO)cc1Cl,CID969
O=C(OCc1ccccc1)c1ccccc1,CID970
CCN(CC)C(=O)c1cccc(C)c1,CID971
CCCCCC(=O)Oc1ccccc1C(=O)O,CID972
CCOc1cccc(N2CCN(C(=O)c3cccnc3)CC2)c1,CID973
O=C(O)c1ccccc1Nc1cccc(Cl)c1CO,CID974
CC(O)=Nc1ccccc1C(=O)O,CID975
Cc1ccc(C(=O)O)cc1,CID976
Cc1c(OC(C)C(=O)O)cccc1C(=O)c1ccc(Cl)cc1Cl,CID977
CCCCOc1ccc(NCC(=O)O)cc1,CID978
CCOC(=O)c1ccc(-c2ccccc2Cl)cc1,CID979
CCCOc1c(CC(O)=NN)cccc1OC,CID980
CCCCOc1c(CC(O)=NN)cccc1OC,CID981
Cc1c(Cl)cccc1Nc1ncccc1C(=O)O,CID982
CCOC(=O)Cc1ccc(-c2ccccc2)cc1,CID983
CCCCOc1ccc(C(=O)CCN2CCN(c3ccccc3)CC2)cc1,CID984
CCCCCCCCOC(=O)c1ccccc1C(=O)OCCCCCCCC,CID985
Cc1cccc(C)c1O,CID986
CCCCNc1ccccc1C(=O)O,CID987
CCN(CC)CCOc1ccccc1C(O)=Nc1ccccc1,CID988
CCCCOC(=O)c1ccccc1C(=O)OCc1ccccc1,CID989
Cc1cccc(C(=O)O)c1O,CID990
CCN(CC)CCOc1ccc(Cl)cc1C(O)=Nc1ccccc1,CID991
CCCCOc1c(C)cccc1C(=N)O,CID992
CC(C)NS(=O)(=O)N=[N+]=[N-],CID993
CCCC1(CC)COS(=O)OC1,CID994
C=CCc1ccc2c(c1)OCO2,CID995
CN(N=O)c1nc(-c2ccc([N+](=O)[O-])o2)n[nH]1,CID996
Clc1cc2c(c(Cl)c1Cl)Oc1cc(Cl)c(Cl)c(Cl)c1O2,CID997
O=C(O)CN(CC(=O)O)CC(=O)O,CID998
O=P(Oc1ccccc1)(Oc1ccccc1)Oc1ccccc1,CID999
ClC(Cl)(Cl)C(c1ccc(I)cc1)c1ccc(I)cc1,CID1000
CC(C)C(C)/C=C/[C@@H](C)[C@H]1CC[C@H]2/C(=C/C=C3\C[C@@H](O)CC[C@@H]3C)CCC[C@@]21C,CID1001
Clc1ccc2c(c1)C(c1ccccc1)=NCc1nncn1-2,CID1002
NCCNCCO,CID1003
CN1C(=O)C2(CCCCC2)N=C1O,CID1004
CCSC(=S)N(C)C,CID1005
Fc1ccc2c(c1)[C@H]1OCCN[C@@H]1CCC2,CID1006
O=C1CC(c2ccccc2)c2ccccc21,CID1007
CN(c1c(F)cc(F)cc1Br)c1c([N+](=O)[O-])cc([N+](=O)[O-])cc1C(F)(F)F,CID1008
CC(C)OCC1CO1,CID1009
CN1CCN(C2=Cc3ccccc3Oc3ccc(F)cc32)CC1,CID1010
CC1=C[C@H]2OC3C[C@H]4OC(=O)/C=C\C=C/C(C(C)O)OCC[C@@H](C)[C@H](O)C(=O)OC[C@@]2(CC1)C4(C)[C@@]31CO1,CID1011
Cc1cnc([N+](=O)[O-])n1C,CID1012
C=CCN1C(=O)C2(CCCCCC2)N=C1O,CID1013
CN1C[C@@H]2CC[C@H](C1)N2C(=O)C(C)(C)C,CID1014
CSCCn1cnc2c1c(=O)n(C)c(=O)n2C,CID1015
Oc1nc(=S)oc2c(Br)cc(Br)cc12,CID1016
Oc1c(Cl)c(O)c(Cl)c(Cl)c1Cl,CID1017
Cc1ncc([N+](=O)[O-])n1CC#N,CID1018
OCCCCO,CID1019
CNS(=O)(=O)c1ccc(OP(=S)(OC)OC)cc1,CID1020
CCC1(CCC(C)C)C(O)=NC(=O)N=C1O,CID1021
CCOP(=S)(Oc1ccc(S(=O)(=O)N(C)C)cc1)N(C)C,CID1022
CCCOP(=S)(OCCC)SCCSC,CID1023
C=C1/C(=C\C=C2/CCC[C@@]3(C)[C@H]2CC[C@@H]3[C@H](C)CC[C@@H](O)C(C)C)C[C@@H](O)C[C@@H]1O,CID1024
CCN=c1nc(Cl)[nH]c(=NC(C)C)[nH]1,CID1025
CC1(C)O[C@@H]2C[C@H]3[C@@H]4CCC5=CC(=O)C=C[C@]5(C)[C@H]4[C@@H](O)C[C@]3(C)[C@]2(C(=O)CO)O1,CID1026
CN(c1ccc(Br)c(Br)c1)c1c([N+](=O)[O-])cc([N+](=O)[O-])cc1C(F)(F)F,CID1027
CN1CCC2=C(C1)C(c1ccccc1)c1ccccc12,CID1028
Cc1c(=O)o[n-][n+]1-c1ccccc1,CID1029
COP(=S)(Oc1cc(Cl)c(Cl)cc1Cl)c1ccccc1,CID1030
N=c1[nH]nc(-c2ccccc2)o1,CID1031
CN(C)CCCO[C@H]1[C@@H]([C@H]2COC(C)(C)O2)O[C@@H]2OC(C)(C)O[C@H]12,CID1032
Cc1nc(I)c([N+](=O)[O-])n1CC(O)CCl,CID1033
C[C@]12CC[C@H](OC=O)C[C@H]1CC[C@@H]1[C@@H]2C[C@@H](OC=O)[C@]2(C)[C@@H](C3=CC(=O)OC3)CC[C@]12O,CID1034
N=C(O)NC1=NCCCCC1,CID1035
CC(C)NCCc1nc(CCn2cnc3c2c(=O)n(C)c(=O)n3C)no1,CID1036
CO[P@](=S)(Oc1cc(Cl)ccc1Cl)c1ccccc1,CID1037
C/C=C/CSC(C)(C)C(O)=NC,CID1038
N=C(S)C(c1ccc(Cl)cc1)c1cccnn1,CID1039
CCN=c1[nH]nc(-c2ccc([N+](=O)[O-])o2)[nH]1,CID1040
CN(C)CCCn1c2ccccc2c(=NNC2=NCCS2)c2ccccc21,CID1041
COc1cc([C@@H]2c3cc4c(cc3[C@H](O[C@@H]3O[C@@H]5COC(c6cccs6)O[C@H]5[C@H](O)[C@H]3O)[C@H]3COC(=O)[C@H]23)OCO4)cc(OC)c1OC,CID1042
COP(=S)(OC)Oc1cccc(S(=O)(=O)N(C)C)c1,CID1043
CCCCOC(=O)N1CCC=C(/C=N/OC)C1,CID1044
O=S(=O)(Cl)c1ccccc1Cl,CID1045
CC1CNc2ccccc2-n2c(-c3ccccc3)nnc21,CID1046
COc1ccc(C(c2ccc(OC)cc2)C(Cl)(Cl)Cl)cc1,CID1047
COC(=O)C1(n2ccnc2)c2ccccc2-c2ccc(Cl)cc21,CID1048
CSc1c(N2CCN(C)CC2)nc(=NC(C)C)[nH]c1Cl,CID1049
CCNS(=O)(=O)c1ccc(OP(=S)(OC)OC)cc1,CID1050
CNc1ccc2c(c1)CC1CC(O)=NN=C21,CID1051
CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)C(O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(O)C[C@](C)(F)C(=O)[C@H](C)[C@@H](O)[C@]1(C)O,CID1052
CCC/C=C(\C)C1(C)C(O)=NC(=O)N=C1O,CID1053
CN1CC[C@]23c4c5ccc(O)c4O[C@H]2[C@H](N=[N+]=[N-])CC[C@@]3(O)[C@H]1C5,CID1054
O=C1OCc2ccccc2N1c1ccccc1,CID1055
C=CC(O)=NC,CID1056
C=CCOC(=O)CCCCC(=O)OCC=C,CID1057
CCCCCCC(C)O,CID1058
CCN(CC)CCOC(=O)N1CCN(C)CC1,CID1059
N=C(S)Cc1ccncc1,CID1060
O=c1c2ccccc2cc(N2CCN(CC3CC3)CC2)c2ccccc12,CID1061
CC(=O)Oc1c(I)cc(I)cc1C(OC(C)=O)OC(C)=O,CID1062
COCN(C)C1=Nc2ccc(Cl)cc2C(c2ccccc2)=[N+]([O-])C1,CID1063
CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(O)C[C@@H](C)/C(=N/OCOCCOC)[C@H](C)[C@@H](O)[C@]1(C)O,CID1064
CCCCSS(=O)N(C)C(=O)O/N=C(\C)SC,CID1065
Clc1ccc(Cc2csc(N3CCNCC3)n2)cc1Cl,CID1066
CCOC(=O)C(C(=O)OCC)=C1SCC(OC(=O)CCl)S1,CID1067
Cn1c(C(C)(C)OC(O)=NN)cnc1[N+](=O)[O-],CID1068
CCCCCCCCCCCCCCCC(=O)OCC(=O)[C@@]1(O)[C@H](C)C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C,CID1069
Clc1ccc(C(c2cccc(Cl)c2)C(Cl)(Cl)Cl)cc1,CID1070
COc1c2ccoc2cc2oc(=O)c(C(c3ccccc3)c3c(O)c4c(OC)c5ccoc5cc4oc3=O)c(O)c12,CID1071
Cc1ccc2c(c1)[C@H]1OCCN[C@@H]1CCC2,CID1072
CN(C)c1cc(=O)c2ccc3ccccc3c2o1,CID1073
CN(C)CC/C=C1\c2ccccc2CCc2sccc21,CID1074
CC(=O)OC[C@]12C[C@H](OC(=O)CC(C)C)C(C)=C[C@H]1O[C@@H]1[C@H](O)[C@@H](OC(C)=O)[C@@]2(C)[C@]12CO2,CID1075
CCCSC(C)(C)C(=N)O,CID1076
CCOP(=S)(OCC)SCCC(O)=NC,CID1077
CN1CCN(C2c3ccccc3CCc3ncccc32)CC1,CID1078
C=CC[C@]1(C[C@@H](C)O)C(=O)N(C)C(=O)N=C1O,CID1079
CN1CCN(C2=Nc3ccccc3Nc3ccc(Cl)cc32)CC1,CID1080
Cc1ccc(CNC(=N)CSS(=O)(=O)O)cc1C,CID1081
N#Cc1c(NC2CCCCC2)cc[nH]c1=N,CID1082
CC(C)Cn1cnc2nc(O)n(C)c(=O)c21,CID1083
Cc1cc(OP(C)(C)=S)ccc1[N+](=O)[O-],CID1084
CC[C@]12CCCN3CCc4c(n(c5ccccc45)C(/C=N/O)C1)[C@@H]32,CID1085
N=C1NCC(CN2CCN(c3cccc(C(F)(F)F)c3)CC2)O1,CID1086
C=CCn1c(=O)oc2ccccc21,CID1087
CO[C@@H]1[C@@H](O[C@@H]2O[C@H](C)[C@@H](O[C@H]3C[C@@](C)(O)[C@@H](OC(=O)CC(C)C)[C@H](C)O3)[C@H](N(C)C)[C@H]2O)[C@@H](CC=O)C[C@@H](C)C(=O)/C=C/[C@@H]2O[C@H]2C[C@@H](C)OC(=O)C[C@H]1OC(C)=O,CID1088
CN(C)n1c(O)nc2ccc(Cl)cc2c1=O,CID1089
CC1(C)[C@@H]2CC[C@@]1(C)CN(C(O)=NS(=O)(=O)c1ccc(Br)cc1)C2,CID1090
Cc1cc(N(C)C)c(C#N)c(=N)[nH]1,CID1091
Nc1c(C(=O)N2CCN(c3ncccn3)CC2)nnc2cc(F)ccc12,CID1092
OCc1ccc(C2CCCCC2)cc1,CID1093
CCC/C(Cl)=N\OC(=O)CCl,CID1094
Cc1ccc(-[n+]2[n-]oc(=O)c2C)cc1,CID1095
Cc1cc2nc([N+](=O)[O-])n(C)c2cc1C,CID1096
CO/N=C/C1=CCCN(OC(C)=O)C1,CID1097
CC(CN(C)C)CN1c2ccccc2Sc2cccnc21,CID1098
CN1CCN(C2Cc3cc(Cl)ccc3Sc3ccccc32)CC1,CID1099
Cc1cc(=NC(=Nc2ccccc2)NC2CCCCC2)c2ccccc2[nH]1,CID1100
CCN(CC)CCOC(=O)c1c(C)nsc1Cl,CID1101
CS(=O)(=O)CCN1C(=O)CN=C(c2ccccc2F)c2cc(Cl)ccc21,CID1102
CC(=O)CCCO,CID1103
CCOC(=O)CSP(=S)(OCC)OCC,CID1104
CC(C)NCC(O)COc1ccc(COCC2CC2)cc1,CID1105
CC(CNC12CC3CC(CC(C3)C1)C2)N1CCN(c2ccccn2)CC1,CID1106
O=C(CCCCCN1CCCC1)N1c2ccccc2C(O)=Nc2cccnc21,CID1107
Cc1c(O)nc(N2CCN(C)CC2)nc1O,CID1108
OC(CCN1CCCCC1)(c1ccccc1)C1C[C@@H]2C=C[C@H]1C2,CID1109
CCCN1CCN(C2=Cc3ccccc3Oc3ccccc32)CC1,CID1110
CC(C)(C)C(O)(CCc1ccc(Cl)cc1)Cn1cncn1,CID1111
CN=C(O)N1N=C(c2ccc(NC(=O)CN)cc2)c2cc3c(cc2CC1C)OCO3,CID1112
O=C(CCc1cc2c(s1)-n1c(CBr)nnc1CN=C2c1ccccc1Cl)N1CCOCC1,CID1113
O=C(CCc1cc2c(s1)-n1c(CCl)nnc1CN=C2c1ccccc1Cl)N1CCOCC1,CID1114
COc1ccc(C2Cc3ccc(OC)c4occ(c34)CCN2C)c2c1C(Nc1ccccc1)=CS2(=O)=O,CID1115
Cc1cc(=O)oc2cc(O)ccc12,CID1116
COP(=S)(OC)Oc1c(Cl)cc(C)cc1Cl,CID1117
N=C1CC(=O)N=C2SC(c3ccccc3)=NN12,CID1118
CCCCOC(=O)c1ccco1,CID1119
CN(C)CC1CCCCC1(O)c1ccccc1,CID1120
CN1C(=O)CN(C[C@@H]2C[C@H]3c4cccc5[nH]cc(c45)C[C@@H]3N(C)C2)CC1=O,CID1121
O=c1ccc(Oc2cccc(C(F)(F)F)c2)nn1CCO,CID1122
COc1ccc(N2CC(COC(=N)O)OC2=O)cc1,CID1123
CN1C(=O)CCC1N1CCN(c2ccccc2)CC1,CID1124
FC(F)(F)c1cccc(-n2nc(OCCN3CCCCC3)c3ccccc32)c1,CID1125
Cc1cc(N(C)C)c(C#N)c(N2CCCCC2)n1,CID1126
CCn1c(O)c(C(C)=N)c2c(c1=O)CCCC2,CID1127
Oc1ccc(CC2NCCc3cc(O)c(O)cc32)cc1,CID1128
Cn1ncc2c(=O)oc(-c3ccccc3[N+](=O)[O-])nc21,CID1129
CC(=O)[C@H]1CC(=O)O[C@@H]1c1ccc(Cl)cc1,CID1130
CCC(=O)N(CC)c1c(I)cc(I)c(OC(CC)C(=O)O)c1I,CID1131
CCCCOc1ccc(OP(=S)(OCC)OCC)nn1,CID1132
O=C1N(CN2CCCCC2)C(O)=NC12CCN(CCc1ccccc1)CC2,CID1133
O=C1Cc2ccccc2CN1NC(O)=Nc1ccccc1,CID1134
N=C(O)OCC1CN(c2ccccc2)C(=O)O1,CID1135
CS/C(=N/OC(=O)N(C)SN(C)/C=N/c1ccc(C)cc1C)C(=O)N(C)C,CID1136
C=CCC(CCN(CC)CC)(C(=O)OCC)c1ccccc1,CID1137
O=C(O)CCC1(Cc2ccccc2)CCCC1=O,CID1138
CCc1c(O)nc(N2CCN(C)CC2)nc1O,CID1139
COc1ccc(Oc2ccc(C(=O)O)nc2)cc1,CID1140
CC(=O)N1NC(c2ccccc2)=Nc2cnccc21,CID1141
CN(C)CC(O)c1cc(Cl)c(N)c(Cl)c1,CID1142
Cc1c(-c2ccccc2)c(=O)n(-c2cccc(Cl)n2)n1C,CID1143
O=c1c2ccccc2nc(-c2ccccc2)n1-c1ccc(S(=O)(=O)NC(O)=Nc2ccccc2)cc1,CID1144
COC(=O)N(C)SN(C)C(=O)Oc1cccc2c1OC(C)(C)C2,CID1145
CC(=O)COc1ccc2c(c1)CCCC2,CID1146
CC(=O)c1ccc(OCC(=O)N2CCCC2)cc1,CID1147
Cn1c(=O)oc2cc(Cc3ccccc3)ccc21,CID1148
CC(C)c1cc(C(O)=NN)ccn1,CID1149
CC(CN1CCCCCC1)N1CCN(c2ccccn2)CC1,CID1150
CN1C(=O)C(O)N=C(c2ccccc2Cl)c2cc(Cl)ccc21,CID1151
CN=C(O)Oc1cc(C)c(SC)c(C)c1,CID1152
CCC(O)=NC(C)Cc1ccc2c(c1)OCO2,CID1153
CCN(CC)CCOCCOC(=O)C(CC)(CC)c1ccccc1,CID1154
CC[C@]12CCCN3CCc4c(n(c5ccccc45)[C@@H](C(=N)O)C1)[C@@H]32,CID1155
CC(C)N=C(O)N1CC(c2ccc(Cl)cc2)OC1=O,CID1156
Cc1csc(-c2ccc(Cl)c(C(=O)O)c2)n1,CID1157
Cc1c(N(C)C)c(=O)n(-c2ccccc2)n1C,CID1158
CN(SN(CCC#N)C1CCCCC1)C(=O)Oc1cccc2c1OC(C)(C)C2,CID1159
Nc1ccc(Cc2ccc(N)c(Cl)c2)cc1Cl,CID1160
COc1ccc(/C=C/C(=O)c2c(OCCN(C)C)c(OC)c3occc3c2OC)cc1,CID1161
CN=C(O)CCCN1C(=O)c2ccccc2C1=O,CID1162
COc1cccc(CCOc2ncnc3ccccc23)c1,CID1163
COc1cccc(C2(O)CCCCC2CN(C)C)c1,CID1164
CS/C(=N/OC(=O)N(C)SN(C)/C=N/c1ccc(Cl)cc1C)C(=O)N(C)C,CID1165
O=C(CCCN1CCC2(CC1)C(O)=NCN2c1ccccc1)c1ccc(F)cc1,CID1166
CC1(C)OCC(COC2N=C(c3ccccc3)c3cc(Cl)ccc3N=C2O)O1,CID1167
C[C@@H](O)[C@@H]1N=C(c2ccccc2)c2cc(Cl)ccc2N=C1O,CID1168
CC/C(C)=N/NC(=O)c1ccnc(C)c1,CID1169
C/C(=N\OCC(O)=NCCN1CCOCC1)c1ccccc1,CID1170
C=CCN(CC=C)c1c(C)cc(OC(O)=NC)cc1C,CID1171
CCc1cc(C(O)=NNC(C)C)ccn1,CID1172
OCc1ccccc1,CID1173
CCOC(=O)c1cnn(-c2ccccc2)c1-n1c(CC)nc2ccccc2c1=O,CID1174
CC(C)NN=C(O)COc1ccc(Cl)cc1,CID1175
Cc1cc(Cl)ccc1/N=C/N(C)C,CID1176
CCCn1c(=O)cc(N)n(C)c1=O,CID1177
CCOc1cc(C(O)=NN)cc(Cl)n1,CID1178
CC(NNC(=O)c1ncccn1)c1ccccc1,CID1179
N=C(c1ccccc1)c1c(O)nc(O)c2c1CCCC2,CID1180
CN=C(O)Oc1cc(C)c(C)c(C)c1,CID1181
CC(C)Oc1ccccc1OC(=O)N(C)Sc1ccc(C(C)(C)C)cc1,CID1182
CC(O)COc1ccc(OCC(C)O)c2ccccc12,CID1183
CC(C)C(CN(C)C)c1ccccc1,CID1184
O=C(Cl)C(c1ccccc1)c1ccccc1,CID1185
COc1cc(C(=O)N2CCN(C)CC2)cc(OC)c1OC,CID1186
OCC1CC(O)=NN=C1c1ccccc1,CID1187
OC(=NNCc1ccccc1)c1ccccn1,CID1188
Cc1ccc(C)n1-c1cccc(C(O)=NN)c1,CID1189
COc1ccc(C2Cc3ccc(OC)c4occ(c34)CCN2C)c2c1C(O)=C(/N=N/c1cccc(Cl)c1)S2(=O)=O,CID1190
CCC1(c2ccccc2)N=C(O)N(C)C1=O,CID1191
OC(=NC(c1ccc(Cl)cc1)c1ccccc1Cl)NC(c1ccc(Cl)cc1)c1ccccc1Cl,CID1192
Cc1c(Cl)ccc2oc3c(c(=O)c12)C=Nc1ccccc1N3C(=O)c1ccccc1,CID1193
C=Cc1ccc(C)cc1,CID1194
CC(=O)N(Cc1ccccc1)c1c(I)cc(I)c(CC(=O)O)c1I,CID1195
C/C(=C\c1ccc(CC(NS(=O)(=O)c2ccc(Cl)cc2)c2cccnc2)cc1)C(=O)O,CID1196
CCCCN=C(O)N1CC(c2ccccc2)OC1=O,CID1197
O=C(c1ccccc1)c1ccc(O)cc1O,CID1198
Cc1cccc(CN2CCN(C(c3ccccc3)c3ccc(Cl)cc3)CC2)c1,CID1199
CCOC(C1=NCCCCN1)c1ccccc1Cl,CID1200
CC(O)c1ccccc1,CID1201
CCC1(c2ccccc2)N=C(O)N(COC(C)=O)C1=O,CID1202
CCCC1=NN(c2ccccc2)C(=O)/C1=C\N(C)C,CID1203
COC(=O)C1=C(C)NC(C)=C(C(=O)OC)C1c1ccccc1[N+](=O)[O-],CID1204
CC(Cc1ccccc1)NC(C#N)c1ccccc1,CID1205
CC1(C)Cc2cccc(OC(=O)CNC(=O)C(=O)Oc3ccc(C(=O)O)cc3)c2O1,CID1206
CCC(C(=O)O)c1c(I)cc(I)c(N=C(C)O)c1I,CID1207
COc1ccccc1C1(CCC(=O)O)CCCCC1=O,CID1208
CCCC(CCC)C(=O)OC(C(=O)O[C@@H]1C[C@@H]2CC[C@H](C1)N2C)c1ccccc1,CID1209
COc1ccc(C(=O)/C=C/C(=O)O)cc1OC,CID1210
C=C(CC(=O)c1ccc(-c2ccccc2Cl)cc1)C(=O)O,CID1211
Oc1ccc(O)cc1,CID1212
O=CC(=O)c1ccc(Oc2ccccc2)cc1,CID1213
CC(C)=NN=C(O)C(CC(O)c1ccc(Cl)cc1)CN(CC(C)C)CC(C)C,CID1214
Oc1ccc(Cl)cc1Cc1cc(Cl)ccc1O,CID1215
Cc1ccc(NC(=O)/N=c2\c[n+](C(C)Cc3ccccc3)[n-]o2)cc1,CID1216
COc1ccc(/C(=C/C(=O)N2CCOCC2)c2ccc(Cl)cc2)cc1OC,CID1217
CCC(Oc1cccc(N(C)C(=O)c2c(I)cc(I)c(N)c2I)c1)C(=O)O,CID1218
CN=C(O)Oc1ccccc1C#N,CID1219
CCOC(=O)c1ccc(Oc2ccc(Cl)cc2)cn1,CID1220
C/C(=C\c1ccc(C(CNS(=O)(=O)c2ccc(Cl)cc2)Cc2cccnc2)cc1)C(=O)O,CID1221
CC(Oc1ccc2ccccc2c1)C(O)=Nc1ccccc1,CID1222
Cc1ccccc1N=C(O)N(C)C(=O)N(C)C,CID1223
Cc1ccc(SC(=O)c2ccccc2)cc1,CID1224
CCOC(O)=NNC(C)c1ccccc1,CID1225
COc1ccc(C(C)=O)cc1,CID1226
O=C(OCCN1CCN(c2ccccc2)CC1)c1ccccc1Nc1ccnc2c(C(F)(F)F)cccc12,CID1227
CCC/C(Cl)=N\OC(O)=Nc1ccccc1C,CID1228
COc1ccc(C(=O)CCC(=O)O)c2ccccc12,CID1229
CCCOC(=O)c1cc(O)c(O)c(O)c1,CID1230
CN1CCN(CC(COc2ccccc2CCc2ccccc2)OCC(=O)O)CC1,CID1231
CC(O)=Nc1cccc(C(F)(F)F)c1,CID1232
O=C(Oc1ccccc1)C(=O)Oc1ccccc1,CID1233
CCCCC(Oc1cccc(N=C(O)c2c(I)cc(I)c(N)c2I)c1)C(=O)O,CID1234
O=C(c1ccccc1)c1ccccc1,CID1235
CCCCCC(=O)c1ccc(N)cc1,CID1236
Oc1ccccc1Cl,CID1237
O=C(O)/C=C/c1ccccc1Cl,CID1238
Cc1ccc(O)cc1,CID1239
CCCOc1ccc(CC(O)=NO)cc1,CID1240
CCCCOc1ccc(OCC(=O)N(CCN(CC)CC)c2ccccc2Cl)cc1,CID1241
CCN(CC)C(=O)Cc1ccccc1,CID1242
CC(Cc1cccc(C(F)(F)F)c1)NCCOC(=O)c1ccc(Cl)cc1,CID1243
CCCC(=O)Oc1ccccc1C(=O)O,CID1244
