SMILES,Cid
O=C(Nc1c(cccc1C)C)c2cc(c(cc2(O))Cl)S(=O)(=O)N,Cid477
Oc1ccc(cc1C(C)(C)C)C,Cid478
Oc1ccc(c(O)c1)CCCC,Cid479
O=C(NCc1ccccc1)CCCl,Cid480
OCCOCCOc1ccc(cc1)CCCCCCCCC,Cid481
Oc1ccc(N)cc1,Cid482
O=C(OC(C)C)Nc1cccc(c1)Cl,Cid483
O=[N+]([O-])c1cc(c(N)c(c1N(CCC)CCC)[N+](=O)[O-])C(F)(F)F,Cid484
Nc1c(cccc1C(C)C)C(C)C,Cid485
O=C1N(c3ccc(cc3(C(=NC1(O))c2ccccc2))Cl)C,Cid486
N#CCN(C)C,Cid487
O=C1Oc2ccccc2(N1),Cid488
NC(C)CC(N)(C)C,Cid489
c1ccc(cc1)[Si](Cl)(Cl)Cl,Cid490
O=C1N=C(OC1c2ccccc2)N,Cid491
OCCN(c1cccc(N)c1)CCO,Cid492
O=C(Nc1ccc(c(c1)Cl)Cl)N(C)C,Cid493
Nc1ccc2ccc3cccc4ccc1c2c34,Cid494
N=C(N)NC(=N)NCCCC,Cid495
O=C(O)C(CCl)(Cl)Cl,Cid496
O=C1NC(Oc2ccccc12)CCCl,Cid497
O=C(OCC)OC(OC(=O)C3N2C(=O)C(NC(=O)C(N)c1ccccc1)C2SC3(C)(C))C,Cid498
Oc1cc(ccc1CC)C,Cid499
O=C(O)C(O)(c1ccccc1)C2CCCCC2,Cid500
O=C(OCCN(CC)CC)c1ccc(N)cc1,Cid501
O=C(O)C4N3C(=O)C(NC(=O)C(C(=O)Oc1ccccc1)c2ccccc2)C3SC4(C)(C),Cid502
O=C(OCC1CC2OC2(CC1(C)))CCCCC(=O)OCC3CC4OC4(CC3(C)),Cid503
O=C(NC1CCCCCCC1)N(C)C,Cid504
O(CC)P(OCC)(=S)S,Cid505
O=C1C=C(N)N(C(=O)N1CC)CC=C,Cid506
O(C(=S)S)C(C)C,Cid507
O1CC(OC1C=C)C,Cid508
O=C(OCCSCC)C=C,Cid509
O(C(=S)S)C(C)C,Cid510
Nc1c(cc(cc1C)C)C,Cid511
O=C(Nc1ccc(cc1)C(=O)CCl)C,Cid512
O(C(C)C)P(OC(C)C)OC(C)C,Cid513
c1cc(ccc1C(Cl)(Cl)Cl)C(Cl)(Cl)Cl,Cid514
O(CNc1ccccc1)CCN,Cid515
O=C(OCC=C)C=CC(=O)OCC=C,Cid516
c1ccc2c(c1)N(CC)CCC2,Cid517
O=C(C=C)N(CC)CC,Cid518
O=C(Nc1ccccc1(OC))CC(=O)C,Cid519
Oc1cc(cc(c1(O))C)Cl,Cid520
N#CC(NC)C,Cid521
NC(C)C,Cid522
Oc1ccc(cc1)Nc2ccccc2,Cid523
O=C(O)CCC(=O)c1cc(OCC)c(OCC)cc1(OCC),Cid524
Oc1ccc(cc1)C,Cid525
OCCN(CC(CC)CCCC)CC(CC)CCCC,Cid526
O=C(OC=1c3ccccc3(C(=O)C=1c2c(cc(cc2C)C)C))C,Cid527
n4nc1n(c3ccc(cc3(C(=NC1)c2ccccc2))Cl)c4C,Cid528
O=C(c1ccc(cc1)Cl)c3ccccc3(c2ncc[nH]2),Cid529
O=C(O)c1ccc(cc1)S(=O)(=O)N(CCC)CCC,Cid530
O=C(Nc2ccc(Oc1ccc(OC)cc1)cc2)N(C)C,Cid531
O=C(O)Cc1ccc(cc1)c2ccccc2,Cid532
O=C2Oc1ccc(cc1N2CC)Cl,Cid533
O=C1Oc2ccc(cc2(N1))Cl,Cid534
n1c3ccccc3([nH]c1SN2CCCCC2),Cid535
O=C(Nc1ccc(cc1)Br)N(OC)C,Cid536
n1c2ccccc2(ccc1C),Cid537
C=CCCl,Cid538
NC23(CC1CC(CC(C1)C2)C3),Cid539
O=C(O)CCC(=O)c2ccc1c(oc(c1C)C)c2(OC),Cid540
O=Cc1oc(cc1)C,Cid541
O=C1C=CC(=O)N1c2cccc(c2)N3C(=O)C=CC3(=O),Cid542
c1ccc(cc1)NCC,Cid543
O=C(OCCO)C=C,Cid544
O=C(OCCCC)CC(C(=O)OCCCC)P(=O)(OCCCC)OCCCC,Cid545
O=NN(C(=O)OCC)CCCC,Cid546
O=C(NC(CO)C(O)c1ccc(cc1)[N+](=O)[O-])C(Cl)Cl,Cid547
c1ccc2cc(ccc2(c1))Nc3ccc(cc3)Nc4ccc5ccccc5(c4),Cid548
NC1CCC(CC1)CC2CCC(N)CC2,Cid549
O=NC(C)C(O)(C#Cc1ccccc1)C,Cid550
Fc1ccccc1,Cid551
O=S(=O)(O)OCCCCCCCCCCCC,Cid552
c1ccc(cc1)N(CC)CC,Cid553
O=C(O)c2ccccc2(NC(=O)C=Cc1ccc(OC)c(OC)c1),Cid554
O=C(OC(=NOCC)c1c(OC)ccc(c1(OC))Cl)c2ccccc2,Cid555
O=[N+]([O-])c1ccc(cc1)c2ccccc2,Cid556
n1nc2cc(ccc2([nH]1))C,Cid557
O=C(OC)c1c(c(c(C(=O)OC)c(c1Cl)Cl)Cl)Cl,Cid558
O=C(OCCSCCCC)C(=C)C,Cid559
n1c(nc(nc1NC(C)(C)C)Cl)NCC,Cid560
O=C(OCC(CC)CCCC)CC(C(=O)OCC(CC)CCCC)S(=O)(=O)O,Cid561
O=S(=O)(O)c2cc(cc1cc(ccc12)CCCC)CCCC,Cid562
c1cc(cc(c1)Cl)Cl,Cid563
Nc1ccccc1,Cid564
O=NN(c2ccc(N=Nc1ccccc1)cc2)C,Cid565
O=C2C3=C(C(=O)N2(c1ccc(cc1)Cl))CCCC3,Cid566
O=C1Oc2cc(ccc2(N1))Br,Cid567
O=C2Oc1cc(ccc1N2CO)Cl,Cid568
O=C(N1CCCCC1)SC(c2ccccc2)(C)C,Cid569
C=C(C)CNCC,Cid570
n1ccnc(c1)C,Cid571
O(c1ccccc1)CC2OC(NCC2)=S,Cid572
O=C(OC(C=C)(C)CCC=C(C)C)c1ccccc1(N),Cid573
O=C(OCC)C2=CN(C(=O)c1ccccc1)C3N(C2(=O))C(C)CCC3,Cid574
O=C(N(CC)CC)Cl,Cid575
O=C(N)C(O)(c1ccccc1)c2ccccc2,Cid576
O=[N+]([O-])c1cc(cc(c1N(CC(=C)C)CC)[N+](=O)[O-])C(F)(F)F,Cid577
n1c(nc(nc1NC(C)C(C)C)SC)NCC,Cid578
O=C(OCC)c1cnn(c1N3C=Nc2ccccc2C3(=O))C,Cid579
O=C(OC(C)CC(C)C)CC(C(=O)OC(C)CC(C)C)S(=O)(=O)O,Cid580
O=NN(CCC)CCC,Cid581
O=C(c1ccc(N)cc1)C,Cid582
O=C(OCC(Br)(Br)Br)C(CC)CC,Cid583
Oc1ccccc1c2ccccc2,Cid584
Oc1ccccc1c2ccccc2,Cid585
N1=C(NCC1)CCCCCCCCCCCCCCCCC,Cid586
O=C(O)c2ccccc2(Nc1cc(ccc1(C(=O)O))Cl),Cid587
CC[N+](CC)(CC)CC,Cid588
NC(C)(C)C,Cid589
O=C2N(c1c(cc(CC)s1)C(=NC2)c3ccccc3Cl)C,Cid590
O=C(Nc3cccc1c3([nH]c2c1CCCC2))C,Cid591
O=C3c1ccccc1N(C(=O)CN2CCOCC2)CN3c4ccccc4,Cid592
NCCCCCCCCCCCCCCCCCC,Cid593
O=NN(CC)C(C)C,Cid594
OC(c1ccc(cc1)Cl)(C)CC(O)(C)C,Cid595
C=Cc1cc(ccc1Br)Br,Cid596
O=C(O)C(Oc1ccc(cc1)Cl)(C)C,Cid597
O=C(OCC)C(Nc1ccc(c(c1)Cl)Cl)C,Cid598
O=C1N(c3ccc(cc3(C(=NC1)c2ccccc2))Cl)CC#C,Cid599
O=C(OCC)Nc1occc1,Cid600
O=C(Nc1ccc(cc1)Cl)c3cc(cc(c2ccc(cc2)Cl)c3(O))Cl,Cid601
O=C(Nc1ccccc1)COc2ccc(cc2C)Cl,Cid602
O=[N+]([O-])c1cc(cc(c1(NC(C)CC))[N+](=O)[O-])C(C)(C)C,Cid603
O=C(O)C1=CN(c2c(F)c(c(F)cc2(C1(=O)))N3CCNC(C)C3)CC,Cid604
C(=C(C)Cl)Cl,Cid605
O=S(=O)(N(c1ccc(cc1)Cl)SC(C(F)(Cl)Cl)(Cl)Cl)C,Cid606
c1ccc2c(c1)[N+](=C(C)C2(C)C)C,Cid607
O=C(O)C1=CN(c2c(F)c(c(F)cc2(C1(=O)))N3CCNC(C)C3)CC,Cid608
N(Nc1c(cc(cc1Cl)Cl)Cl)=C(c2ccccc2)Cl,Cid609
O=C2NN=C(c1c2(noc1C))C,Cid610
Oc1ccc(cc1)C(c2ccc(O)cc2)(C)C,Cid611
O=C(OC)Nc2nc1ccccc1n2(C(=O)NCCCC),Cid612
O=C2NC(=O)CN2(N=Cc1oc(cc1)[N+](=O)[O-]),Cid613
O=C(OCC(O)C1Oc2ccccc2(OC1))NC(C)C,Cid614
Oc1ccc(O)cc1,Cid615
N(CC)C1CCCCC1,Cid616
O=S(=O)(Nc1ncc(OC)cn1)c2ccc(N)cc2,Cid617
O=C1OC(=CC(=O)C1=C(O)C)C,Cid618
O=C(N)c1ccc(c(N)c1)C,Cid619
O=NN1CCCCC1,Cid620
O=C(NCN(C(=O)CCl)c1c(cccc1CC)CC)C,Cid621
Oc1ccc(cc1)C(c2cccc(c2)C(c3ccc(O)cc3)(C)C)(C)C,Cid622
O=C(OCC)C1=CN(C(=O)C)C2N(C1(=O))C(C)CCC2,Cid623
O=C(C=CC)N(c1ccccc1C)CC,Cid624
O=S(=O)(OC)c1ccccc1,Cid625
O=C(N(c1ccccc1)CC)N(c2ccccc2)CC,Cid626
O=C(O)CN2C(=O)N(C(=O)c1ccc(F)cc12)Cc3ccc(cc3(F))Br,Cid627
O=C=Nc1ccc(c(c1)C(F)(F)F)Cl,Cid628
n1cc(c(nc1N)N)Cc2cc(OC)c(OC)c(OC)c2,Cid629
C#CC3(O)(CCC2C4CCc1cc(O)ccc1C4(CCC23(C))),Cid630
N(C)(C)C1CCCCC1,Cid631
O=C1OC(=CC(=O)C1C(=O)C)C,Cid632
c1ccc(cc1)Nc2ccc(cc2)Nc3ccccc3,Cid633
O=NN(C(=O)N)CCCC,Cid634
Oc1ccc(cc1(N))c2ccccc2,Cid635
Oc2ccc(N=Nc1ccc(N)cc1)cc2,Cid636
O=[N+]([O-])c1cc(c(c(c1(NC(CC)CC))[N+](=O)[O-])C)C,Cid637
O=C1N(c3ccc(cc3(C(=NC1)c2ccccc2))Cl)C,Cid638
O=C(Oc1ccccc1(OC))C(c2ccc(cc2)CC(C)C)C,Cid639
O=C(O)C1=CN(c2cc(c(F)c(c2(C1(=O)))C)N3CCNC(C)C3)C4CC4,Cid640
O=[N+]([O-])c2oc3ccc1ccccc1c3(c2),Cid641
O=C(N(CCC)CCC)SCCC,Cid642
O=Cc1c(O)n(nc1CCC)c2ccccc2,Cid643
O=C(OCC)C(Oc1ccc(cc1)Cl)(C)C,Cid644
O=C2Nc1ccc(cc1C3(OCC(N3(C2))C)(c4ccccc4Cl))Cl,Cid645
O=C(O)C1=CN(c2nc(ccc2(C1(=O)))C)CC,Cid646
NC1CCCCC1(N),Cid647
O=C2N3C(=Nc1ccc(cc1N3(C(=O)C2CCC))C)N(C)C,Cid648
O=C(Nc2ccc3c1ccccc1sc3(c2))C,Cid649
n1ccc([nH]1)CCCC,Cid650
O=[N+]([O-])c1cc(c(N)c(c1N(CC)CC)[N+](=O)[O-])C(F)(F)F,Cid651
n1cc(C=C)ccc1C,Cid652
c1cc(ccc1C(c2ccc(cc2)Cl)C)Cl,Cid653
O=C(NC1CNCCC1)c2cc(OC)c(OC)c(OC)c2,Cid654
Nc1ccccc1C,Cid655
O=C(OC)C2=C(NC(=C(C(=O)OCC)C2(c1cccc(c1Cl)Cl))C)C,Cid656
Nc1ccccc1C,Cid657
O=C(OCC(C)C)C(Oc2ccc(Oc1ccc(cc1)Cl)cc2)C,Cid658
O=C(C=C)C,Cid659
O=C(O)C(=NC(=O)C(CC)CC)Cc1ccc(OC)cc1,Cid660
O=C(Nc1cccc(c1)C(F)(F)F)c2cc(ccc2(O))CCCC,Cid661
O=C(OCC(Cl)(Cl)Cl)C(CC)(CC)Cl,Cid662
NCCCCCCCCCCCCCCC,Cid663
CCCC[N+](CCCC)(CCCC)CCCC,Cid664
NCCCC,Cid665
N#CSc1ccc(OC)cc1[N+](=O)[O-],Cid666
O=NN(OCC)CC,Cid667
n1c(nc(nc1NC(C)C)Cl)NC,Cid668
O=C(O)Cc1ccc(OCC=C)c(c1)Cl,Cid669
O=C(N(c1c(cccc1CC)C)COCC)CCl,Cid670
O=C2c1noc(c1C(=NN2C)c3ccccc3)C,Cid671
O=C1NN=Cc2ccccc12,Cid672
O=C(OCC)C1(OC1)CCCCCCOc2ccc(cc2)Cl,Cid673
O=C(O)c1cc(ccc1(O))Cl,Cid674
C#CC(O)C=CC,Cid675
Nc1ccc(cc1)C(C)C,Cid676
Oc1ccccc1C,Cid677
O=C(c1ccc(cc1)C)C(C)CN2CCCCC2,Cid678
O=NN(CC)C(OC)C,Cid679
O=C(N(CC(C)C)CC(C)C)SCC,Cid680
O=C(Nc2nc1ccccc1s2)NC,Cid681
O=[N+]([O-])OCC(O)CO[N+](=O)[O-],Cid682
n1ccc(nc1N)OCCN(CC)CC,Cid683
n2c(nc(NCc1ccccc1)c3cc[nH]c23)C,Cid684
O=C1C(O)=C(Oc2cc(O)cc(O)c12)c3ccc(O)c(O)c3,Cid685
OC(COc1ccccc1(OCC))CNCCNCC(O)COc2ccccc2(OCC),Cid686
O=C2C(=C(N(N2(c1ccccc1))C)C)C(C)C,Cid687
O=NN(C)CC(=O)OCC,Cid688
n1ccc2ccccc2(c1),Cid689
O=NN(CC)CCCC,Cid690
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)CCO,Cid691
OC(COc1ccccc1)CNCCNCC(O)COc2ccccc2,Cid692
O=C1c2ccc(cc2(C(=O)N1C))[N+](=O)[O-],Cid693
O=C(O)C(c1ccc(cc1)NCC(=C)C)C,Cid694
O1c2ccc(C=CC(OCC)=S)cc2(OC1),Cid695
OC(c1ccc(cc1)Cl)(Cn2ncnc2)C(C)C3CC3,Cid696
n1c(nc(nc1N(CC)CC)Cl)N(CC)CC,Cid697
OCCOc1ccc(N)cc1(N),Cid698
O1c2ccc(cc2(OC1))C(OCC)=S,Cid699
OCC[N+](C)(C)CC[N+](C)(C)CCC,Cid700
C(=C(Cl)Cl)Cl,Cid701
O=C1OC=C(C(=O)CO)c2cccc(O)c12,Cid702
Oc1ccc(cc1n2nc3ccccc3(n2))C,Cid703
N(C(N(CCCC)CCCC)=S)CCCC,Cid704
O(c1ccc(C=CC(OCC)=S)cc1(OCCC))C,Cid705
Oc1ccccc1Cl,Cid706
Fc1ccc(cc1)Br,Cid707
O=C2OCCN2(N=Cc1oc(cc1)[N+](=O)[O-]),Cid708
O=C(O)Cc2ccc(OCc1ccccc1)c(c2)Cl,Cid709
O=C(N(CC)C1CCCCC1)SCC,Cid710
O=C(OCCC)C2c1cc3OCOc3(cc1CC(C)C2(C(=O)OCCC)),Cid711
O=C(OC)c1c(c(c(C(=O)SC)c(c1Cl)Cl)Cl)Cl,Cid712
O=C(O)C1(N)(CCCC1),Cid713
c1ccc(cc1)Nc2ccc(cc2)NC(C)CC(C)C,Cid714
O=C1Oc2cc(c(cc2(N1))Cl)Br,Cid715
O=C(OC3CC2N(C(=O)Oc1ccccc1)C(CC2)C3)NN,Cid716
O=C1c3ccccc3(C(=O)N1Sc2ccc(cc2)C),Cid717
N2=C(OC(c1ccccc1)C2)N,Cid718
O=C(OCC)NCCOc2ccc(Oc1ccccc1)cc2,Cid719
O=C(Nc1ccccc1(OC))CC(=O)c2ccccc2,Cid720
O=C1C=CC(=O)c2ccccc12,Cid721
N(CCCC)(CCCC)CCCC,Cid722
Oc1ccccc1S,Cid723
O=C(N1CCNCC1)CN3c2cc(ccc2SC3(=O))Cl,Cid724
O=C(C=C)NC,Cid725
O=C(OCCN(CC)CC)C(Cc2cccc1ccccc12)CC3OCCC3,Cid726
n1c(nc(nc1NCC)NC(C)(C)C)OC,Cid727
O=C(O)c1c(OC)c(ccc1Cl)Cl,Cid728
O=[N+]([O-])c1cccc(c1)C(F)(F)F,Cid729
O=C(NCCCC)c1cc(N)ccc1(OCC#C),Cid730
O(C)P(OC)(=S)S,Cid731
O=C2C=Cc3cc(OCC(O)CNCc1ccc(OC)c(OC)c1)ccc3(N2),Cid732
O(c1ccc(N)cc1(OC))C,Cid733
N(CCC)(CCC)CCC,Cid734
O=C1C(=C(N=C2C=CC(=CN12)Cl)C)CC,Cid735
O=C(O)C5N4C(=O)C(NC(=O)C(C(=O)Oc1ccc2c(c1)CCC2)c3ccccc3)C4SC5(C)(C),Cid736
O=C(OC)C2=C(NC(=C(C(=O)OCC(C)C)C2(c1ccccc1[N+](=O)[O-]))C)C,Cid737
O=C(N)C1=C[N+](=C2N(C1(=O))C(C)CCC2)C,Cid738
O=NN(C)CCCCC,Cid739
O=C(OC2=C(C(=O)N(c1ccccc1)N2c3ccccc3)CCC(=O)C)c4ccccc4,Cid740
NCCCCNC(C)(C)C,Cid741
O=C(OCCN1CCOCC1)C(Oc2ccccc2)(C)C,Cid742
NCc1cccc(c1)CN,Cid743
O=C2c1ccccc1C(=O)C(C2(=O))CC=C(Cl)Cl,Cid744
n1c(oc2ccc(cc12)Cl)NC,Cid745
O=C(N3CCN(c1nc(N)c2cc(OC)c(OC)cc2(n1))CCC3)CCC,Cid746
O=NCC(O)(C#Cc1ccccc1)c2ccccc2,Cid747
O=C(N)c1ccccc1(OCC(CCCCCC)CCCCCCCC),Cid748
O=C(NCc1ccc(OCCNC)cc1)c2ccc(OCC)c(OCC)c2,Cid749
O3c4ccc5c2ccc1cc6OCOc6(cc1c2[n+](cc5(c4(OC3)))C),Cid750
OC(c1ccccc1)CNc2ncccc2,Cid751
O=C1OCCC1N(C(=O)CCl)c2c(cccc2C)C,Cid752
O=[N+]([O-])c1cccc(O)c1,Cid753
n2cc1nc(C)sc1c3ccccc23,Cid754
O=C(OCCOc1ccc(cc1Cl)Cl)c2ccccc2,Cid755
C(C(Cl)(Cl)Cl)(Cl)Cl,Cid756
O=C(O)CCC(C)C2CCC3C4CCC1CC(O)CCC1(C)C4(CC(O)C23(C)),Cid757
c1ccc3c(c1)Nc2ccccc2S3,Cid758
N(CC(CC)CCCC)C1CCCCC1,Cid759
O=C(c2c(nc(c1cnccc1)s2)c3ccccc3)N(C)C,Cid760
O=C(OC1CCCCC1)C(Oc2ccc(cc2)Cl)Oc3ccc(cc3)Cl,Cid761
O=C2C=C(Oc3c(OC)c1occc1c(OC)c23)C,Cid762
O(c1ccc(c(OC)c1(OC))CN2CCNCC2)C,Cid763
Nc1ccc2ccccc2(c1),Cid764
N(C)C(C)CC1CCCC1,Cid765
n1[nH]c(cc1c2ccccc2)C,Cid766
N(C(N(C)C)=S)C,Cid767
N(CCCCCC)CCCCCC,Cid768
N(C)(C)CCCCCCCCCCCC,Cid769
Nc1ccc(cc1)c2ccccc2(N),Cid770
OC(c1ccc(N)cc1)CNC(C)CC,Cid771
N(CCCCCCCCCCCCCCCCCC)C(C)C,Cid772
O=C(N)Cc2cccc1ccccc12,Cid773
c1ccc3c(c1)N(c2ccccc2C3(C)C)CCCN(C)C,Cid774
O=C(OC2CCC(N1CCCCC1)CC2)c3ccccc3,Cid775
O=C2NCCN2(N=Cc1oc(cc1)[N+](=O)[O-]),Cid776
O=C(OC(c1ccccc1Cl)CC)N,Cid777
Oc1nc(nc(c1CCCC)C)N(C)C,Cid778
O=C1NC=C(C=C1(N))c2ccncc2,Cid779
O=C(OC)CS,Cid780
O=C2C(N=Cc1cccc(OC)c1)=C(N(N2c3ccccc3)C)C,Cid781
O=C1NCC(N1)Cc3ccc(OC)c(OC2CCCC2)c3,Cid782
n1cnc(NCCN(C)C)c2ccccc12,Cid783
O=C3N(c1ccccc1)N(c2ccccc2)C(=O)C3,Cid784
N(c1ccc(c(c1)Cl)Cl)=C2N(CCC2)CCCC,Cid785
c1cc[n+](cc1)C,Cid786
NC(CCC)(CCC)CCC,Cid787
n2c(cc1cc(OC)c(OC)cc1c2Cc3ccc(OCC)c(OC)c3)C,Cid788
FC(F)(F)c1cccc(N)c1,Cid789
OCCNCCc1ccccc1,Cid790
c1cc2c(cc1Cl)CC[N+]2(C)C,Cid791
O=C(N)C(c1ccccc1)(c2ccc(N)cc2)C,Cid792
O(c1ccc(cc1)N2CCN(CC2)CCCN(C)C)C,Cid793
c1cc(ccc1CC(C)CN2CCCCC2)C(C)(C)C,Cid794
O=C(OCCOC(=O)C=C)C=C,Cid795
O(c1ccc(cc1Cl)Cl)CCOCC,Cid796
O=P(O)(O)OCC(Cl)(Cl)Cl,Cid797
n1nc(ccc1Nn2c(ccc2C)C)N3CCOCC3,Cid798
n1c(cccc1C)C,Cid799
O=C(O)C(Oc1ccc(cc1C)Cl)C,Cid800
n1ccn(c1)C(c2ccccc2)(c3ccccc3)c4ccccc4Cl,Cid801
O=C(NC3CCN(CCc2c[nH]c1ccccc12)CC3)c4ccccc4,Cid802
N(=NN(N=Nc1ccccc1)C)c2ccccc2,Cid803
O=C(N=NCc1oc(cc1)[N+](=O)[O-])CCN2CCN(C)CC2,Cid804
n1ccccc1C,Cid805
Oc1cc(cc2OC(C)(C)C3CCC(=CC3(c12))C)CCCCC,Cid806
n1cccc2cc(ccc12)C(C)CC,Cid807
N#CC1OC1(C#N),Cid808
O=C(N)NN=Cc1oc(cc1)[N+](=O)[O-],Cid809
O=C(OCCN(CC)CC)C1(CCCCC1)C2CCCCC2,Cid810
O=C2C(N=Cc1ccc(OC)cc1)=C(N(N2c3ccccc3)C)C,Cid811
O=C(NC1CCCCC1)c2ccccc2(OCC=C),Cid812
O=NN(C(=O)NC(=O)C)C,Cid813
c1ccc(cc1)CN(Cc2ccccc2)CCCl,Cid814
N(C)(C)CCCCCCN(C)C,Cid815
O=C(OCC(C)(COC(=O)N)C(C)CC)N,Cid816
O=C(c1ccccc1(OCC(O)CNCCC))CCc2ccccc2,Cid817
O(c1ccc(cc1)C(c2ccc(OC)cc2)C(Cl)(Cl)Cl)C,Cid818
O=[N+]([O-])c1cccc(c1[N+](=O)[O-])C,Cid819
O=C(Nc1c(cccc1C)C)C[N+](Cc2ccccc2)(CC)CC,Cid820
n1c(oc2ccc(cc12)Cl)N(C)C,Cid821
OCCN1CCN(CC1)CCCN3c4ccccc4(C=Cc2ccccc23),Cid822
O=C3N(c1ccccc1)c2cc(ccc2N(C(=O)C3)C)Cl,Cid823
N(=C(N)C(OCC)c1ccccc1)CCC,Cid824
O=NN1CCCCCC1,Cid825
O=C(c1ccc(cc1)C)c2ccc(n2C)CC(=O)NCC(=O)Nc3cc(OC)ccc3(OC),Cid826
O=C3c1c(ncn1CCN(c2ccccc2)C)N(C(=O)N3C)C,Cid827
c1cc(ccc1NC(C)CC)NC(C)CC,Cid828
O=C(N2CCN(CC=Cc1ccccc1)CC2)CCC,Cid829
N1=C(NC(C)C1)C(OCC)c2ccccc2,Cid830
O=NN(C(=O)N)CC,Cid831
O=C(O)CCCOc1ccc(cc1Cl)Cl,Cid832
O=[N+]([O-])N=C1NCCN1Cc2cnc(cc2)Cl,Cid833
n1cnc3ccccc3(c1OCCc2ccc(cc2)C(C)(C)C),Cid834
O=C(OC1CC2CCC(C1)[N+]2(C)(C))C(c3ccccc3)CO,Cid835
O=C(OC1C(=C(C(=O)C1)CC=C)C)C2C(C)(C)C2(C)(C),Cid836
O=C(OC1CC2CCC(C1)[N+]2(C)(C))C(c3ccccc3)CO,Cid837
O=NN(C1CCCCC1)C2CCCCC2,Cid838
C[N+]1(C)(CCCCC1),Cid839
O=C2c1[nH]cnc1N(C(=O)N2C)C,Cid840
O=C(c1cc(OC)c(OC)c(OC)c1)N2CCCCCCC2,Cid841
OCCOCCCCCCCCCCC(N)(C)C,Cid842
O=C(C(Cl)Cl)Cl,Cid843
O=C(c2nnn(c1ccccc1)c2C)N(CC)CC,Cid844
O=C2c1ccc(cc1C(=O)N2CCN(CC)CC)NCCCC,Cid845
O=C(N)COc1ccc(cc1Cl)Cl,Cid846
O=C(N(c1ccc(F)cc1)C(C)C)CO,Cid847
O(c1ccccc1Cc2ccccc2)CCN(C)C,Cid848
N#Cc1ccccc1CN3Cc2ccsc2CC3,Cid849
O(c1c(c(c(c(c1Cl)Cl)Cl)Cl)Cl)CCC,Cid850
O=C(NN)CSc2ncnc(Oc1ccccc1)c2,Cid851
c1ccc2c(c1)c3c(n2CCCN(C)C)CCCCCC3,Cid852
